       1       0       1       0.00000000000           68681625.4468           31217594.5490    
       2       1       1       3755886.63721           68096740.5969           28144149.7661    
       3       2       1       6661882.78978           67876578.0312           25667220.1900    
       4       3       1       8985737.29686           68057319.8466           23701581.8587    
       5       4       1       10911595.8933           68618385.6518           22147496.4454    
       6       5       1       12565263.4087           69550176.7444           20919130.8467    
       7       6       1       14011104.0827           70669918.9778           19889280.9431    
       8       7       1       15257126.2680           71799772.2008           18999201.5369    
       9       8       1       16298320.3541           72685371.7159           18158797.9234    
      10       9       1       17104373.6062           73160512.5357           17308693.8574    
      11      10       1       17695489.9119           73219195.2288           16468682.8666    
      12      11       1       18086092.2202           72913485.4618           15637122.3264    
      13      12       1       18349103.6863           72399491.1470           14839454.1472    
      14      13       1       18495715.5886           71798126.5593           14100125.8476    
      15      14       1       18589333.3068           71239562.2069           13434337.4949    
      16      15       1       18669752.0127           70797403.3103           12845510.6767    
      17      16       1       18739117.8181           70507532.2065           12333501.9604    
      18      17       1       18799316.8211           70361855.4178           11887789.7778    
      19      18       1       18869274.4435           70306321.3206           11487781.2360    
      20      19       1       18913703.2739           70319766.9315           11135021.7933    
      21      20       1       18957142.5882           70415225.4164           10809805.0040    
      22      21       1       19002673.6577           70593662.9905           10523581.3487    
      23      22       1       19028271.9681           70792918.0658           10256604.9624    
      24      23       1       19031135.7751           70965718.9376           10009717.2923    
      25      24       1       33563585.5732           125585743.142           17259915.2751    
      26      25       1       32521945.3571           122182672.152           16375857.4907    
      27      26       1       31937807.6970           120598883.962           15770237.3521    
      28      27       1       31591529.2991           119925923.217           15319507.4968    
      29      28       1       31333965.8555           119734625.903           14954230.2505    
      30      29       1       31152426.3263           119842234.981           14638629.6840    
      31      30       1       30974914.1421           120057957.023           14352316.8379    
      32      31       1       30811861.5992           120412496.630           14097331.7746    
      33      32       1       30634845.8389           120774788.788           13850746.3391    
      34      33       1       30455757.6786           121225696.577           13633663.7306    
      35      34       1       30280445.8748           121650012.847           13413849.2938    
      36      35       1       30039509.4772           122011970.460           13195768.0620    
      37      36       1       29787420.2664           122288329.949           12982449.7736    
      38      37       1       29544340.6855           122743870.549           12797944.7874    
      39      38       1       29383601.6156           123542466.600           12651144.7811    
      40      39       1       29041518.4026           123724122.729           12446545.8425    
      41      40       1       28633599.4410           123619856.736           12221853.8476    
      42      41       1       28196932.5631           123438958.011           11990974.4138    
      43      42       1       27771931.9922           123407454.264           11785259.7220    
      44      43       1       27437733.4860           123769837.442           11621131.0826    
      45      44       1       27088449.1672           124184182.873           11469308.9479    
      46      45       1       26742413.1920           124636281.946           11317630.8742    
      47      46       1       26366325.1342           125064979.214           11169740.6609    
      48      47       1       25984298.8276           125474803.282           11023351.8616    
      49      48       1       25609350.2966           126046770.511           10892503.1967    
      50      49       1       20651851.4747           103716737.211           8810689.30130    
      51      50       1       18933801.5552           97054380.9948           8109492.45252    
      52      51       1       18024745.8769           94378188.1477           7757401.98268    
      53      52       1       17454652.6461           93460539.1825           7553034.16653    
      54      53       1       17027651.2688           93245489.4910           7412470.24442    
      55      54       1       16661886.1743           93394207.4579           7301197.36740    
      56      55       1       16316910.7077           93652131.6069           7201695.67568    
      57      56       1       15972366.9033           93951292.9543           7105431.13841    
      58      57       1       15650052.3977           94309669.4164           7015126.19553    
