     47000     651       1      26      64    25968.06       -4.045329    
     48000     665       1      26      65    26526.51       -4.112248    
     49000     640       1      26      67    25529.27       -3.952640    
     50000     644       1      26      68    25688.83       -3.997743    
     51000     643       1      26      69    25648.94       -3.910352    
     52000     655       1      26      71    26127.62       -4.035266    
     53000     642       1      26      72    25609.05       -3.901298    
     54000     641       1      25      74    25569.16       -4.060177    
     55000     640       1      25      75    25529.27       -3.913327    
     56000     641       1      25      77    25569.16       -3.902335    
     57000     627       1      25      78    25010.71       -3.790438    
     58000     649       1      25      79    25888.28       -3.999632    
     59000     642       1      26      81    25609.05       -4.009758    
     60000     663       1      26      82    26446.73       -4.136862    
     61000     652       1      26      84    26007.95       -4.037501    
     62000     650       1      26      85    25928.17       -3.986244    
     63000     639       1      26      86    25489.39       -3.908464    
     64000     662       1      26      88    26406.84       -4.069063    
     65000     651       1      26      89    25968.06       -4.003566    
     66000     657       1      26      91    26207.40       -4.079859    
     67000     654       1      25      92    26087.73       -4.051448    
     68000     646       1      25      94    25768.61       -4.014684    
     69000     618       1      25      95    24651.71       -3.775820    
     70000     638       1      25      96    25449.50       -3.906010    
     71000     652       1      25      98    26007.95       -3.992924    
     72000     613       1      25      99    24452.26       -3.903693    
     73000     623       1      25     100    24851.15       -3.946977    
     74000     609       1      25     102    24292.70       -3.850729    
     75000     611       1      25     103    24372.48       -3.897168    
     76000     612       1      25     105    24412.37       -3.938999    
     77000     637       1      25     106    25409.61       -3.989019    
     78000     643       1      25     107    25648.94       -3.922988    
     79000     644       1      25     109    25688.83       -3.958730    
     80000     639       1      25     110    25489.39       -3.950516    
     81000     642       1      25     112    25609.05       -3.953867    
     82000     649       1      25     113    25888.28       -4.030385    
     83000     627       1      25     114    25010.71       -3.818959    
     84000     646       1      25     116    25768.61       -3.994553    
     85000     635       1      25     117    25329.83       -3.881428    
     86000     672       1      26     119    26805.74       -4.095460    
     87000     656       1      26     120    26167.51       -4.038210    
     88000     643       1      26     122    25648.94       -3.923241    
     89000     638       1      26     123    25449.50       -3.946341    
     90000     666       1      26     124    26566.40       -4.072734    
     91000     639       1      26     126    25489.39       -3.977122    
     92000     640       1      26     127    25529.27       -3.914055    
     93000     653       1      26     129    26047.84       -3.983015    
     94000     640       1      26     130    25529.27       -3.981346    
     95000     658       1      26     131    26247.29       -4.106580    
     96000     656       1      26     133    26167.51       -4.051798    
     97000     646       1      26     134    25768.61       -3.920556    
     98000     646       1      25     136    25768.61       -3.962267    
     99000     620       1      25     137    24731.48       -3.762590    
    100000     656       1      25     139    26167.51       -3.970270    
    101000     615       1      24     140    24532.04       -3.884799    
    102000     623       1      24     141    24851.15       -3.824970    
    103000     618       1      24     143    24651.71       -3.807067    
    104000     629       1      24     144    25090.49       -3.872604    
    105000     626       1      24     145    24970.82       -3.821638    
    106000     646       1      25     147    25768.61       -3.987029    
    107000     648       1      25     148    25848.39       -4.041387    
    108000     611       1      25     149    24372.48       -3.813002    
    109000     645       1      25     151    25728.72       -4.020177    
    110000     648       1      26     152    25848.39       -4.018905    
    111000     649       1      25     154    25888.28       -4.094882    
    112000     626       1      25     155    24970.82       -3.974042    
    113000     639       1      25     156    25489.39       -3.966283    
    114000     647       1      26     158    25808.50       -3.941761    
    115000     672       1      26     159    26805.74       -4.153498    
    116000     675       1      26     161    26925.41       -4.139510    
    117000     678       1      26     162    27045.08       -4.169763    
    118000     639       1      26     164    25489.39       -3.870172    
    119000     636       1      26     165    25369.72       -3.867842    
    120000     656       1      26     167    26167.51       -4.023119    
    121000     663       1      26     168    26446.73       -4.059490    
    122000     658       1      26     169    26247.29       -4.026057    
    123000     655       1      25     171    26127.62       -4.022430    
    124000     626       1      25     172    24970.82       -3.863544    
    125000     635       1      25     174    25329.83       -3.955211    
    126000     631       1      25     175    25170.27       -3.901109    
    127000     586       1      24     176    23375.24       -3.716258    
    128000     620       1      25     178    24731.48       -3.787399    
    129000     645       1      25     179    25728.72       -3.984147    
    130000     642       1      25     180    25609.05       -3.959043    
    131000     619       1      25     182    24691.60       -3.794089    
    132000     633       1      25     183    25250.05       -3.903134    
    133000     641       1      26     185    25569.16       -3.928469    
    134000     653       1      26     186    26047.84       -4.044512    
    135000     664       1      26     187    26486.62       -4.173736    
    136000     674       1      27     189    26885.52       -4.155658    
    137000     686       1      27     190    27364.19       -4.179374    
    138000     694       1      27     192    27683.31       -4.233703    
    139000     700       1      27     193    27922.64       -4.291108    
    140000     699       1      27     195    27882.75       -4.298843    
    141000     702       1      27     196    28002.42       -4.301002    
    142000     703       1      27     198    28042.31       -4.264636    
    143000     686       1      27     200    27364.19       -4.186915    
    144000     687       1      27     201    27404.08       -4.196249    
    145000     656       1      26     203    26167.51       -4.009850    
    146000     653       1      26     204    26047.84       -3.975616    
    147000     680       1      26     205    27124.85       -4.158581    
    148000     666       1      26     207    26566.40       -4.075295    
    149000     673       1      26     208    26845.63       -4.143402    
    150000     660       1      27     210    26327.06       -4.020051    
    151000     676       1      27     211    26965.30       -4.124591    
    152000     688       1      28     213    27443.97       -4.240135    
    153000     689       1      28     214    27483.86       -4.275633    
    154000     708       1      29     216    28241.76       -4.311533    
    155000     711       1      29     217    28361.43       -4.363956    
    156000     708       1      28     219    28241.76       -4.385191    
    157000     719       1      28     221    28680.54       -4.402833    
    158000     724       1      28     222    28879.99       -4.472120    
    159000     707       1      29     224    28201.87       -4.319117    
    160000     711       1      29     225    28361.43       -4.398138    
    161000     717       1      29     227    28600.77       -4.356747    
    162000     709       1      28     229    28281.65       -4.390726    
    163000     718       1      29     230    28640.66       -4.421172    
    164000     725       1      28     232    28919.88       -4.461919    
    165000     724       1      28     233    28879.99       -4.440168    
    166000     715       1      29     235    28520.99       -4.359532    
    167000     714       1      29     237    28481.10       -4.368935    
    168000     722       1      29     238    28800.21       -4.433506    
    169000     713       1      29     240    28441.21       -4.317285    
    170000     706       1      29     241    28161.98       -4.379001    
    171000     705       1      28     243    28122.09       -4.349471    
    172000     714       1      28     244    28481.10       -4.387292    
    173000     715       1      28     246    28520.99       -4.378375    
    174000     681       1      28     248    27164.74       -4.169853    
    175000     693       1      28     249    27643.42       -4.282813    
    176000     682       1      28     251    27204.63       -4.203927    
    177000     707       1      28     252    28201.87       -4.359086    
    178000     697       1      28     254    27802.98       -4.284440    
    179000     689       1      28     255    27483.86       -4.218829    
    180000     687       1      27     257    27404.08       -4.168019    
    181000     694       1      27     258    27683.31       -4.241690    
    182000     688       1      27     260    27443.97       -4.192034    
    183000     668       1      27     261    26646.18       -4.136960    
    184000     688       1      28     263    27443.97       -4.296049    
    185000     693       1      28     264    27643.42       -4.257494    
    186000     709       1      28     266    28281.65       -4.373456    
    187000     710       1      28     267    28321.54       -4.330712    
    188000     711       1      28     269    28361.43       -4.333569    
    189000     685       1      28     270    27324.30       -4.201297    
    190000     689       1      28     272    27483.86       -4.215583    
    191000     689       1      28     274    27483.86       -4.244098    
    192000     681       1      28     275    27164.74       -4.186014    
    193000     694       1      28     277    27683.31       -4.305134    
    194000     694       1      28     278    27683.31       -4.245572    
    195000     697       1      28     280    27802.98       -4.304752    
    196000     691       1      28     281    27563.64       -4.273225    
    197000     687       1      28     283    27404.08       -4.187782    
    198000     689       1      28     284    27483.86       -4.182849    
    199000     710       1      29     286    28321.54       -4.358631    
    200000     713       1      29     287    28441.21       -4.289053    
    201000     715       1      28     289    28520.99       -4.330438    
    202000     714       1      29     290    28481.10       -4.345889    
    203000     728       1      28     292    29039.55       -4.397471    
    204000     725       1      28     294    28919.88       -4.411009    
    205000     728       1      28     295    29039.55       -4.454853    
    206000     714       1      28     297    28481.10       -4.341479    
    207000     697       1      28     298    27802.98       -4.265866    
    208000     686       1      28     300    27364.19       -4.238934    
    209000     702       1      28     301    28002.42       -4.265797    
    210000     681       1      27     303    27164.74       -4.222798    
    211000     678       1      26     304    27045.08       -4.151989    
    212000     664       1      26     306    26486.62       -4.113513    
    213000     666       1      26     307    26566.40       -4.116490    
    214000     670       1      26     309    26725.96       -4.153013    
    215000     677       1      26     310    27005.19       -4.166697    
    216000     672       1      26     312    26805.74       -4.114180    
    217000     678       1      26     313    27045.08       -4.121512    
    218000     677       1      26     315    27005.19       -4.029361    
    219000     644       1      26     316    25688.83       -3.942143    
    220000     646       1      26     318    25768.61       -3.982719    
    221000     678       1      26     319    27045.08       -4.186271    
    222000     680       1      26     321    27124.85       -4.157976    
    223000     680       1      27     322    27124.85       -4.174105    
    224000     683       1      27     324    27244.52       -4.179905    
    225000     658       1      27     325    26247.29       -4.113255    
    226000     658       1      27     326    26247.29       -4.057226    
    227000     675       1      27     328    26925.41       -4.121857    
    228000     682       1      27     329    27204.63       -4.168733    
    229000     692       1      27     331    27603.53       -4.215728    
    230000     686       1      28     332    27364.19       -4.218527    
    231000     703       1      27     334    28042.31       -4.343495    
    232000     696       1      28     336    27763.09       -4.260286    
    233000     685       1      28     337    27324.30       -4.191665    
    234000     668       1      27     339    26646.18       -4.147396    
    235000     670       1      27     340    26725.96       -4.103872    
    236000     659       1      27     342    26287.18       -4.017525    
    237000     667       1      27     343    26606.29       -4.114042    
    238000     682       1      27     344    27204.63       -4.258257    
    239000     677       1      26     346    27005.19       -4.155321    
    240000     663       1      26     347    26446.73       -4.036861    
    241000     673       1      26     349    26845.63       -4.160754    
    242000     657       1      26     350    26207.40       -4.050372    
    243000     652       1      26     352    26007.95       -4.019126    
    244000     647       1      26     353    25808.50       -3.993413    
    245000     646       1      26     355    25768.61       -3.933967    
    246000     644       1      25     356    25688.83       -3.955628    
    247000     625       1      25     357    24930.93       -3.861020    
    248000     626       1      25     359    24970.82       -3.903280    
