0,-6.9967518,0.0000000,0.34867418E-04
1,-4.8781419,2.1186099,0.29008175E-03
2,-3.4349732,3.5617785,0.12282324E-02
3,-2.3791852,4.6175666,0.35302341E-02
4,-1.5933099,5.4034419,0.77464874E-02
5,-1.0127273,5.9840245,0.13843587E-01
6,-0.59689283,6.3998590,0.20981822E-01
7,-0.31713390,6.6796179,0.27754983E-01
8,-0.15297842,6.8437734,0.32706402E-01
9,-0.88541985E-01,6.9082098,0.34883268E-01
10,-0.11150789,6.8852439,0.34091275E-01
11,-0.21157217,6.7851796,0.30845076E-01
12,-0.38081169,6.6159401,0.26042705E-01
13,-0.61187935,6.3848724,0.20669723E-01
14,-0.89898920,6.0977626,0.15511166E-01
15,-1.2367282,5.7600236,0.11065379E-01
16,-1.6208911,5.3758607,0.75357491E-02
17,-2.0476389,4.9491129,0.49180416E-02
18,-2.5129585,4.4837933,0.30882077E-02
19,-3.0136552,3.9830966,0.18717879E-02
20,-3.5476151,3.4491367,0.10973896E-02
21,-4.1116190,2.8851328,0.62433409E-03
22,-4.7035666,2.2931852,0.34541206E-03
23,-5.3216124,1.6751394,0.18617597E-03
24,-5.9634380,1.0333138,0.97990109E-04
25,-6.6272383,0.36951351,0.50454219E-04
26,-7.3107347,-0.31398296,0.25471747E-04
27,-8.0133991,-1.0166473,0.12615238E-04
28,-8.7336664,-1.7369146,0.61388546E-05
29,-9.4699621,-2.4732103,0.29398027E-05
30,-10.220839,-3.2240868,0.13874480E-05
31,-10.984519,-3.9877672,0.64647907E-06
32,-11.760867,-4.7641153,0.29743413E-06
33,-12.548313,-5.5515614,0.13533413E-06
34,-13.345957,-6.3492050,0.60952999E-07
35,-14.152613,-7.1558609,0.27206264E-07
36,-14.967135,-7.9703836,0.12048310E-07
37,-15.789155,-8.7924032,0.52957514E-08
38,-16.616932,-9.6201801,0.23143480E-08
39,-17.449944,-10.453192,0.10061351E-08
40,-18.287350,-11.290598,0.43548723E-09
41,-19.128098,-12.131346,0.18786386E-09
42,-19.971745,-12.974993,0.80807569E-10
43,-20.817039,-13.820288,0.34701249E-10
44,-21.663715,-14.666964,0.14881218E-10
45,-22.510254,-15.513502,0.63825091E-11
46,-23.356476,-16.359724,0.27383055E-11
47,-24.201252,-17.204500,0.11765226E-11
48,-25.043156,-18.046404,0.50695120E-12
49,-25.881374,-18.884623,0.21924637E-12
50,-26.716286,-19.719534,0.95133835E-13
51,-27.546684,-20.549932,0.41466515E-13
52,-28.371670,-21.374918,0.18172340E-13
53,-29.190308,-22.193556,0.80145834E-14
54,-30.002205,-23.005453,0.35585942E-14
55,-30.807095,-23.810343,0.15911800E-14
56,-31.604790,-24.608038,0.71661306E-15
57,-32.393833,-25.397081,0.32554237E-15
58,-33.174351,-26.177599,0.14915336E-15
59,-33.945442,-26.948690,0.68984613E-16
60,-34.707363,-27.710611,0.32199875E-16
61,-35.460266,-28.463514,0.15166054E-16
62,-36.204300,-29.207548,0.72068053E-17
63,-36.938988,-29.942236,0.34567818E-17
64,-37.665146,-30.668394,0.16722664E-17
65,-38.382553,-31.385801,0.81609267E-18
66,-39.091160,-32.094406,0.40178662E-18
67,-39.791168,-32.794418,0.19951967E-18
68,-40.483097,-33.486343,0.99881445E-19
69,-41.167725,-34.170975,0.50368016E-19
70,-41.844624,-34.847870,0.25596547E-19
71,-42.514278,-35.517525,0.13102494E-19
72,-43.176888,-36.180138,0.67543958E-20
73,-43.831192,-36.834442,0.35109580E-20
74,-44.480625,-37.483871,0.18339202E-20
75,-45.123714,-38.126961,0.96402953E-21
76,-45.761322,-38.764572,0.50954300E-21
77,-46.394047,-39.397293,0.27064000E-21
78,-47.021519,-40.024765,0.14450551E-21
79,-47.643921,-40.647171,0.77549413E-22
80,-48.261833,-41.265083,0.41804463E-22
81,-48.874577,-41.877823,0.22652262E-22
82,-49.482899,-42.486145,0.12328795E-22
83,-50.086380,-43.089630,0.67426718E-23
84,-50.685608,-43.688858,0.37033150E-23
85,-51.280926,-44.284172,0.20419609E-23
86,-51.872025,-44.875275,0.11306716E-23
87,-52.459660,-45.462906,0.62824611E-24
88,-53.043007,-46.046257,0.35057851E-24
89,-53.622059,-46.625305,0.19647451E-24
90,-54.197979,-47.201225,0.11045549E-24
91,-54.768845,-47.772095,0.62411341E-25
92,-55.336681,-48.339928,0.35371632E-25
93,-55.901672,-48.904922,0.20104008E-25
94,-56.462292,-49.465538,0.11476482E-25
95,-57.020565,-50.023811,0.65667986E-26
96,-57.575253,-50.578499,0.37709955E-26
97,-58.126972,-51.130219,0.21719369E-26
98,-58.675392,-51.678642,0.12550801E-26
99,-59.220566,-52.223816,0.72762158E-27
100,-59.761845,-52.765091,0.42347829E-27
101,-60.299583,-53.302834,0.24733986E-27
102,-60.834587,-53.837837,0.14485884E-27
103,-61.366516,-54.369766,0.85100314E-28
104,-61.895603,-54.898849,0.50136221E-28
105,-62.421394,-55.424644,0.29634892E-28
106,-62.944931,-55.948181,0.17556353E-28
107,-63.465393,-56.468643,0.10432790E-28
108,-63.982655,-56.985901,0.62195173E-29
109,-64.497070,-57.500320,0.37183369E-29
110,-65.008255,-58.011505,0.22302011E-29
111,-65.516106,-58.519356,0.13421076E-29
112,-66.020363,-59.023613,0.81057125E-30
113,-66.521179,-59.524429,0.49123514E-30
114,-67.019615,-60.022865,0.29841553E-30
115,-67.514130,-60.517380,0.18199379E-30
116,-68.005249,-61.008499,0.11136946E-30
117,-68.493233,-61.496483,0.68365576E-31
118,-68.978081,-61.981331,0.42098890E-31
119,-69.459747,-62.462997,0.26006716E-31
120,-69.937584,-62.940834,0.16127375E-31
121,-70.412193,-63.415443,0.10033293E-31
122,-70.883591,-63.886841,0.62620744E-32
123,-71.352074,-64.355324,0.39197524E-32
124,-71.817513,-64.820763,0.24610539E-32
125,-72.278221,-65.281471,0.15525224E-32
